案場名稱,年份,月份,時間分類,平均使用率,實際資料筆數,裝置容量,理論時段數,資料完整率
中威大安 (wind),2022,1,mid-peak,2.79,2180,75.9,2340,93.16
中威大安 (wind),2022,1,off-peak,2.82,2044,75.9,2124,96.23
中威大安 (wind),2022,2,mid-peak,3.11,2160,75.9,2160,100.0
中威大安 (wind),2022,2,off-peak,3.17,1872,75.9,1872,100.0
中威大安 (wind),2022,3,mid-peak,1.61,2430,75.9,2430,100.0
中威大安 (wind),2022,3,off-peak,1.44,2034,75.9,2034,100.0
中威大安 (wind),2022,4,mid-peak,1.75,2340,75.9,2340,100.0
中威大安 (wind),2022,4,off-peak,1.66,1980,75.9,1980,100.0
中威大安 (wind),2022,5,mid-peak,11.15,1872,75.9,1908,98.11
中威大安 (wind),2022,5,off-peak,5.76,2037,75.9,2124,95.9
中威大安 (wind),2022,5,peak,21.49,432,75.9,432,100.0
中威大安 (wind),2022,6,mid-peak,14.92,1506,75.9,1548,97.29
中威大安 (wind),2022,6,off-peak,13.01,1949,75.9,1980,98.43
中威大安 (wind),2022,6,peak,7.86,757,75.9,792,95.58
中威大安 (wind),2022,7,mid-peak,13.25,1580,75.9,1584,99.75
中威大安 (wind),2022,7,off-peak,8.82,2124,75.9,2124,100.0
中威大安 (wind),2022,7,peak,8.9,756,75.9,756,100.0
中威大安 (wind),2022,8,mid-peak,20.69,1596,75.9,1602,99.63
中威大安 (wind),2022,8,off-peak,21.0,2034,75.9,2034,100.0
中威大安 (wind),2022,8,peak,19.38,828,75.9,828,100.0
中威大安 (wind),2022,9,mid-peak,19.8,1548,75.9,1548,100.0
中威大安 (wind),2022,9,off-peak,19.9,1980,75.9,1980,100.0
中威大安 (wind),2022,9,peak,18.42,792,75.9,792,100.0
中威大安 (wind),2022,10,mid-peak,54.73,1976,75.9,1980,99.8
中威大安 (wind),2022,10,off-peak,47.86,2124,75.9,2124,100.0
中威大安 (wind),2022,10,peak,52.38,348,75.9,360,96.67
中威大安 (wind),2022,11,mid-peak,22.46,2329,75.9,2340,99.53
中威大安 (wind),2022,11,off-peak,17.72,1980,75.9,1980,100.0
中威大安 (wind),2022,12,mid-peak,66.03,2424,75.9,2430,99.75
中威大安 (wind),2022,12,off-peak,69.47,2033,75.9,2034,99.95
中威大安 (wind),2023,1,mid-peak,56.15,2328,75.9,2340,99.49
中威大安 (wind),2023,1,off-peak,53.29,2124,75.9,2124,100.0
中威大安 (wind),2023,2,mid-peak,58.49,2159,75.9,2160,99.95
中威大安 (wind),2023,2,off-peak,56.02,1871,75.9,1872,99.95
中威大安 (wind),2023,3,mid-peak,29.53,2339,75.9,2430,96.26
中威大安 (wind),2023,3,off-peak,34.16,2026,75.9,2034,99.61
中威大安 (wind),2023,4,mid-peak,16.62,2140,75.9,2250,95.11
中威大安 (wind),2023,4,off-peak,17.39,1884,75.9,2070,91.01
中威大安 (wind),2023,5,mid-peak,10.3,1995,75.9,1998,99.85
中威大安 (wind),2023,5,off-peak,8.04,2034,75.9,2034,100.0
中威大安 (wind),2023,5,peak,1.51,432,75.9,432,100.0
中威大安 (wind),2023,6,mid-peak,0.51,1543,75.9,1548,99.68
中威大安 (wind),2023,6,off-peak,0.5,1980,75.9,1980,100.0
中威大安 (wind),2023,6,peak,0.31,790,75.9,792,99.75
中威大安 (wind),2023,7,mid-peak,0.52,1507,75.9,1584,95.14
中威大安 (wind),2023,7,off-peak,0.31,2056,75.9,2124,96.8
中威大安 (wind),2023,7,peak,0.53,665,75.9,756,87.96
中威大安 (wind),2023,8,mid-peak,0.92,1574,75.9,1602,98.25
中威大安 (wind),2023,8,off-peak,0.68,2031,75.9,2034,99.85
中威大安 (wind),2023,8,peak,0.73,775,75.9,828,93.6
中威大安 (wind),2023,9,mid-peak,0.0,1567,75.9,1584,98.93
中威大安 (wind),2023,9,off-peak,0.0,1964,75.9,1980,99.19
中威大安 (wind),2023,9,peak,0.0,754,75.9,756,99.74
中威大安 (wind),2023,10,mid-peak,0.0,1961,75.9,1980,99.04
中威大安 (wind),2023,10,off-peak,0.0,2120,75.9,2124,99.81
中威大安 (wind),2023,10,peak,0.0,342,75.9,360,95.0
中威大安 (wind),2023,11,mid-peak,0.0,2338,75.9,2340,99.91
中威大安 (wind),2023,11,off-peak,0.0,1980,75.9,1980,100.0
中威大安 (wind),2023,12,mid-peak,0.0,2324,75.9,2340,99.32
中威大安 (wind),2023,12,off-peak,0.0,1961,75.9,2124,92.33
中部小水力 (hydro),2022,1,mid-peak,0.0,2180,9.8,2340,93.16
中部小水力 (hydro),2022,1,off-peak,0.0,2044,9.8,2124,96.23
中部小水力 (hydro),2022,2,mid-peak,0.0,2160,9.8,2160,100.0
中部小水力 (hydro),2022,2,off-peak,0.0,1872,9.8,1872,100.0
中部小水力 (hydro),2022,3,mid-peak,0.0,2430,9.8,2430,100.0
中部小水力 (hydro),2022,3,off-peak,0.0,2034,9.8,2034,100.0
中部小水力 (hydro),2022,4,mid-peak,0.0,2340,9.8,2340,100.0
中部小水力 (hydro),2022,4,off-peak,0.0,1980,9.8,1980,100.0
中部小水力 (hydro),2022,5,mid-peak,0.0,1872,9.8,1908,98.11
中部小水力 (hydro),2022,5,off-peak,0.0,2037,9.8,2124,95.9
中部小水力 (hydro),2022,5,peak,0.0,432,9.8,432,100.0
中部小水力 (hydro),2022,6,mid-peak,0.0,1506,9.8,1548,97.29
中部小水力 (hydro),2022,6,off-peak,0.0,1949,9.8,1980,98.43
中部小水力 (hydro),2022,6,peak,0.0,757,9.8,792,95.58
中部小水力 (hydro),2022,7,mid-peak,0.0,1580,9.8,1584,99.75
中部小水力 (hydro),2022,7,off-peak,0.0,2124,9.8,2124,100.0
中部小水力 (hydro),2022,7,peak,0.0,756,9.8,756,100.0
中部小水力 (hydro),2022,8,mid-peak,0.0,1596,9.8,1602,99.63
中部小水力 (hydro),2022,8,off-peak,0.0,2034,9.8,2034,100.0
中部小水力 (hydro),2022,8,peak,0.0,828,9.8,828,100.0
中部小水力 (hydro),2022,9,mid-peak,0.0,1548,9.8,1548,100.0
中部小水力 (hydro),2022,9,off-peak,0.0,1980,9.8,1980,100.0
中部小水力 (hydro),2022,9,peak,0.0,792,9.8,792,100.0
中部小水力 (hydro),2022,10,mid-peak,0.0,1976,9.8,1980,99.8
